Type,Title,Link
Semantics,Symmetric alternatives and semantic uncertainty modulate scalar inference,https://escholarship.org/uc/item/4607q9bs
Semantics,"Simple Mechanisms, Rich Structure: Statistical Co-Occurrence Regularities in
Language Shape the Development of Semantic Knowledge",https://escholarship.org/uc/item/8s86m6xw
Semantics,Becoming Organized: How Simple Learning Mechanisms may Shape theDevelopment of Rich Semantic Knowledge,https://escholarship.org/uc/item/92g4141z
Modeling Language,A Model of Temporal Connective Acquisition,https://escholarship.org/uc/item/7x39k1dx
Modeling Language,"Towards a Complete Model of Reading:Simulating Lexical Decision, Word Naming, and Sentence Reading with Über-Reader",https://escholarship.org/uc/item/92p992b5
Modeling Language,Interactions of length and overlapin the TRACE model of spoken word recognition,https://escholarship.org/uc/item/66h7513h
Modeling Language,A Computational Analysis of the Constraints on Parallel Word Identification,https://escholarship.org/uc/item/9zj0h1xq
Modeling Language,Corrective Processes in Modeling Reference Resolution,https://escholarship.org/uc/item/78678723
Memory,Forming Concepts of Mozart and Homer Using Short-Term and Long-TermMemory:A Computational Model Based on Chunking,https://escholarship.org/uc/item/0tf1z7x3
Memory,"Using Emails to Quantify the Impact of Prior Exposure on Word Recognition
Memory",https://escholarship.org/uc/item/0vb329jx
Memory,Proceduralization and Working Memory in Association Learning,https://escholarship.org/uc/item/5t6868v0
Memory,Understanding Memory for WHERE using Smartphone Data,https://escholarship.org/uc/item/7sc354wt
Memory,Prefrontal-striatal circuitry supportsadaptive memory prioritization across development,https://escholarship.org/uc/item/4t5836f5
Gender and Individuals,Paradoxical Gender Gaps in Mathematics Achievement: Pressure as a key,https://escholarship.org/uc/item/1xc833tq
Gender and Individuals,Gender convergence in the expressions of love: A computational analysis of lyrics,https://escholarship.org/uc/item/40x424kj
Gender and Individuals,Embodiment and gender interact in alignment to TTS voices,https://escholarship.org/uc/item/1dx8f8bj
Gender and Individuals,Preschoolers use minimal statistical information about social groups to infer thepreferences and group membership of individuals,https://escholarship.org/uc/item/5691s8sn
Symposium,Getting Our Bearings:Advances in Understanding Spatial Reorientation,https://escholarship.org/uc/item/7rq0w3wj
Symposium,Toward a Unified Theory of Proportion,https://escholarship.org/uc/item/1gn9q3dt
Symposium,Health beliefs and decision making,https://escholarship.org/uc/item/9dn665sf
Symposium,Unravelling Past Cognition: Approaches Across Disciplines,https://escholarship.org/uc/item/1n39p6m5
Symposium,New Measures for Fundamentals of Human Performance,https://escholarship.org/uc/item/76z4w2c6
Symposium,Learning via Insight,https://escholarship.org/uc/item/2ps981x6
Symposium,"Cognitive models of time: Across the lifespan, the world, and the mind",https://escholarship.org/uc/item/8tx84581
Symposium,Computational approaches to analyzing and generating comics,https://escholarship.org/uc/item/7jf3z0fz
Symposium,Where is Cognitive Science Now?,https://escholarship.org/uc/item/6jn2w5zt
Language and Groups,Influence of partner behaviour on overspecification,https://escholarship.org/uc/item/4pv876q5
Language and Groups,Generalizing meanings from partners to populations:Hierarchical inference supports convention formation on networks,https://escholarship.org/uc/item/7849q1dm
Language and Groups,Probabilistic weighting of perspectives in dyadic communication,https://escholarship.org/uc/item/35m9s3fp
Language and Groups,Production Expectations Modulate Contrastive Inference,https://escholarship.org/uc/item/27j9471n
Language and Groups,"Does informational independence always matter? Children believe small
group discussion is more accurate than ten times as many independent
informants",https://escholarship.org/uc/item/2q69p85v
Judgement and Decision Making,Do you want to know a secret? The role of valence and delay in early informationpreference,https://escholarship.org/uc/item/7xw3m02x
Judgement and Decision Making,Knowledge Representations in Health Judgments,https://escholarship.org/uc/item/73q5r2g9
Judgement and Decision Making,Learning what is relevant for rewards via value-based serial hypothesis testing,https://escholarship.org/uc/item/40h5n1z6
Judgement and Decision Making,Dual Processes in Relational Judgment: A Computational Framework,https://escholarship.org/uc/item/4cc4k97x
Facets of Cognition,"The Differential Relationship of Extracurricular Activities and Screen Time with
Adolescents’ Fluid and Crystallized Cognition",https://escholarship.org/uc/item/45b1t27m
Facets of Cognition,Quantifying Curiosity: A Formal Approach to Dissociating Causes of Curiosity,https://escholarship.org/uc/item/2vx4g96n
Facets of Cognition,Explaining the Existential: Functional Roles of Scientific and Religious Explanation,https://escholarship.org/uc/item/17z52415
Facets of Cognition,The latent factor structure of developmental change in early childhood,https://escholarship.org/uc/item/1j4225wf
Facets of Cognition,Examining Sustained Attention in Child-Parent Interaction: A Comparative Studyof Typically Developing Children and Children with Autism Spectrum Disorder,https://escholarship.org/uc/item/2z51x9f8
Language Development,Structured ecologies for social and linguistic development,https://escholarship.org/uc/item/9bk3j4vb
Language Development,Not what you expect: The relationship between violation of expectation andnegation,https://escholarship.org/uc/item/1153q47b
Language Development,Can Automated Gesture Recognition Support the Study of Child LanguageDevelopment?,https://escholarship.org/uc/item/0h79k11v
Language Development,The (Un)Surprising Kindergarten Path,https://escholarship.org/uc/item/3qg3608x
Language Development,The complementary roles of knowledge and strategy in insight problem-solving,https://escholarship.org/uc/item/8m02w9c6
Neural Networks,Context variability promotes generalization in reading aloud:Insight from a neural network simulation,https://escholarship.org/uc/item/4kv6t8bm
Neural Networks,"Neural Language Models Capture Some, But Not All, Agreement AttractionEffects",https://escholarship.org/uc/item/7782c9vz
Neural Networks,Probing Neural Language Models for Human Tacit Assumptions,https://escholarship.org/uc/item/95d5n9s0
"Events, Actions, and Sequencing",How to Help Best: Infants’ Changing Understanding of Multistep Actions Informstheir Evaluations of Helping,https://escholarship.org/uc/item/86k315nv
"Events, Actions, and Sequencing",Ten-month-olds infer relative costs of different goal-directed actions,https://escholarship.org/uc/item/3pk45671
"Events, Actions, and Sequencing",A rational model of sequential self-assessment,https://escholarship.org/uc/item/4mc5q6gx
"Events, Actions, and Sequencing",Illusory causal connections and their effect on subjective probability,https://escholarship.org/uc/item/6h0075tn
"Events, Actions, and Sequencing",Intentionality Effects on Event Boundaries,https://escholarship.org/uc/item/9sn1c6jz
Emotions and Beliefs,The Emotion-Induced Belief Amplification Effect,https://escholarship.org/uc/item/0z57k20z
Emotions and Beliefs,How do Emotions Change during Learning with an Intelligent Tutoring System?Metacognitive Monitoring and Performance with MetaTutor,https://escholarship.org/uc/item/7r77q73n
Emotions and Beliefs,"Emotional Words – The Relationship of Self- and Other-Annotation of Affect
in Written Text",https://escholarship.org/uc/item/46r30843
Emotions and Beliefs,Inconsistencies Among Beliefs as a Basis for Learning via Thought Experiments,https://escholarship.org/uc/item/0z0693qh
Emotions and Beliefs,Crowdsourcing to Analyze Belief Systems Underlying Social Issues,https://escholarship.org/uc/item/58d144b1
Complex Dynamics,Concealable Stigmatized Identity Disclosure as a Possible Perturbation to ComplexSocial Systems,https://escholarship.org/uc/item/9zk448qd
Complex Dynamics,"Quantifying Emergent, Dynamic Tonal Coordination in Collaborative MusicalImprovisation",https://escholarship.org/uc/item/3mb046fk
Complex Dynamics,Mental state inference from indirect evidence through Bayesian eventreconstruction,https://escholarship.org/uc/item/8466718p
Complex Dynamics,Formalizing Interdisciplinary Collaboration in the CogSci Community,https://escholarship.org/uc/item/3pd556nv
Complex Dynamics,Loss Functions Modulate the Optimal Bias-Variance Trade-off,https://escholarship.org/uc/item/0cw501c4
Learning and Development,Awe Yields Learning: A Virtual Reality Study,https://escholarship.org/uc/item/8gd9m3mh
Learning and Development,Hearing water temperature:Characterizing the development of nuanced perception of auditory events,https://escholarship.org/uc/item/5628h7x6
Learning and Development,Specificity of Infant Statistical Learning,https://escholarship.org/uc/item/8vm980zr
Learning and Development,Children hear more about what is atypical than what is typical,https://escholarship.org/uc/item/02m9b7cf
Learning and Development,"For 19-Month-Olds, What Happens On the Screen Stays On the Screen",https://escholarship.org/uc/item/1ws1s317
Numerosity,Dynamics vs. Development in Numerosity Estimation: A Computational ModelAccurately Predicts a Developmental Reversal,https://escholarship.org/uc/item/6zd812kk
Numerosity,Children use one-to-one correspondence to establish equality after learning tocount,https://escholarship.org/uc/item/6tz180dn
Numerosity,How Reliable is the Give-a-Number task?,https://escholarship.org/uc/item/8wd4d9xn
Numerosity,Starting small: Exploring the origins of successor function knowledge,https://escholarship.org/uc/item/8dq7v2pw
Numerosity,Does the number sense represent number?,https://escholarship.org/uc/item/1851h09x
Language and Meaning,"Informational goals, sentence structure, and comparison class inference",https://escholarship.org/uc/item/7t41d5rp
Language and Meaning,Do Taxonomic and Associative Relations Affect Word Production in the Same Way?,https://escholarship.org/uc/item/9gk9v5xs
Language and Meaning,Metaphors: Where the neighborhood in which one resides interacts with(interpretive) diversity,https://escholarship.org/uc/item/2wk6x8w5
Language and Meaning,Reconstructing Maps from Text,https://escholarship.org/uc/item/1xd9145s
Language and Meaning,Does Surprisal Predict Code Comprehension Difficulty?,https://escholarship.org/uc/item/50b308j9
Speech and Phonetics,Evaluating computational models of infant phonetic learning across languages,https://escholarship.org/uc/item/6dv3k6f2
Speech and Phonetics,Input matters in the modeling of early phonetic learning,https://escholarship.org/uc/item/74h1j2wt
Speech and Phonetics,Learning from the acoustic signal:Error-driven learning of low-level acoustics discriminates vowel and consonantpairs,https://escholarship.org/uc/item/3mg9f67z
Speech and Phonetics,The Perceptimatic English Benchmark for Speech Perception Models,https://escholarship.org/uc/item/0qp7f5jb
Speech and Phonetics,A Model of Prenatal Acquisition of Vowels,https://escholarship.org/uc/item/1nw4k415
Spatial Cognition,The semantics of spatial demonstratives,https://escholarship.org/uc/item/7f52p88t
Spatial Cognition,A Cross-Cultural Principle Of Temporal Spatialization,https://escholarship.org/uc/item/31w9s8db
Spatial Cognition,Data Foraging: Spatiotemporal Data Collection Decisions in Disciplinary FieldScience,https://escholarship.org/uc/item/8wj969w9
Spatial Cognition,"Multi-directional mappings in the minds of the Tsimane’:Size, time, and number on three spatial axes",https://escholarship.org/uc/item/4pg0941w
Spatial Cognition,Grounding Spatial Language in Perception by Combining Conceptsin a Neural Dynamic Architecture,https://escholarship.org/uc/item/6b28g3wv
Categorization,Identifying the neural dynamics of category decisions with computational model-based fMRI,https://escholarship.org/uc/item/19z606nj
Categorization,End-to-end Deep Prototype and Exemplar Models for Predicting Human Behavior,https://escholarship.org/uc/item/3007v4zg
Categorization,Contrasting Exemplar and Prototype Models in a Natural-Science Category Domain,https://escholarship.org/uc/item/37k0026g
Categorization,The evolution of category systems within and between learners,https://escholarship.org/uc/item/66h2j82w
Categorization,The Effects of Feature Verbalizablity on Category Learning,https://escholarship.org/uc/item/019143kt
Reading and Processing,"Online Article Comprehension in Monolingual Spanish-Speaking Preschoolers with
Specific Language Impairment: A Language-Mediated Visual Attention Study",https://escholarship.org/uc/item/28p6f68s
Reading and Processing,Event-related potentials reveal differences between foveal and parafovealintegration of visual and contextual information during sentence processing,https://escholarship.org/uc/item/2x02w3jd
Reading and Processing,Synchrony and asynchrony of the two eyes in binocular fixationsin the reading of English and Chinese; the implications for ocular prevalence,https://escholarship.org/uc/item/0894439m
Reading and Processing,Task effects on the lexical boost effect in structural priming,https://escholarship.org/uc/item/4vq6h82w
Reading and Processing,Is Segmental Interference Position-dependent?,https://escholarship.org/uc/item/7q1666s6
Language and Uncertainty,When Generic Language does not Promote Psychological Essentialism,https://escholarship.org/uc/item/6x85s4nt
Language and Uncertainty,Measuring prosodic predictability in children’s home language environments,https://escholarship.org/uc/item/24n2t490
Language and Uncertainty,Forward-looking Effects in Subject Pronoun Interpretation:What Comes Next Matters,https://escholarship.org/uc/item/0jj941n5
Language and Uncertainty,Learner dynamics in a model of wug inflection:Integrating frequency and phonology,https://escholarship.org/uc/item/7bx2227t
Language and Uncertainty,Learning under uncertainty changes during adolescence,https://escholarship.org/uc/item/3b63g5xq
Linguistics,Linguistic Overhypotheses in Category Learning:Explaining the Label Advantage Effect,https://escholarship.org/uc/item/1535n3bh
Linguistics,Prototype theory and emotion semantic change,https://escholarship.org/uc/item/2dd8z4g5
Linguistics,Universal linguistic inductive biases via meta-learning,https://escholarship.org/uc/item/93m7w30j
Linguistics,Birds and Words: Exploring environmental influences on folk categorization,https://escholarship.org/uc/item/0gv2m0fn
Comparative and Cultural Cognition,Reverse engineering the origins of visual intelligence,https://escholarship.org/uc/item/08c6326k
Comparative and Cultural Cognition,Rational After All: Changes in Probability Matching Behaviour Across Time inHumans and Monkeys,https://escholarship.org/uc/item/6252q3sc
Comparative and Cultural Cognition,"Repetition Suppression in Low- and High-Order Regions of the Primate Visual
Cortex",https://escholarship.org/uc/item/6335725v
Comparative and Cultural Cognition,"“Think” and “believe” across cultures: A shared folk distinction between twocognitive attitudes in the US, Ghana, Thailand, China, and Vanuatu",https://escholarship.org/uc/item/0pz7d2c8
Comparative and Cultural Cognition,Comparing Adaptive and Random Spacing Schedules during Learningto Mastery Criteria,https://escholarship.org/uc/item/7fj233kb
Concepts and Systems,Prevalence-Induced Concept Change in Older Adults,https://escholarship.org/uc/item/8bk32142
Concepts and Systems,Nameability predicts subjective and objective measures of visual similarity,https://escholarship.org/uc/item/4d531331
Concepts and Systems,Separability and the Effect of ValenceAn Empirical Study of Thick Concepts,https://escholarship.org/uc/item/3gc9c236
Concepts and Systems,Simple kinship systems are more learnable,https://escholarship.org/uc/item/9qr072z1
Concepts and Systems,The Paradox of Time in Dynamic Causal Systems,https://escholarship.org/uc/item/3th6934j
Biases,Bootstrap Hell: Perceptual Racial Biases in a Predictive Processing Framework,https://escholarship.org/uc/item/67t7m6m6
Biases,"Overconfident in Hindsight: Memory, Hindsight Bias and Overconfidence",https://escholarship.org/uc/item/8ch6h5wp
Biases,The contingency illusion bias as a potential driver of science denial,https://escholarship.org/uc/item/2700x4pg
Biases,Population-level amplification of perceptual bias,https://escholarship.org/uc/item/3gw7m09n
Biases,Object Bias Disrupts Rule-Based Generalization in Adults Across Domains,https://escholarship.org/uc/item/04z70948
Social Inference,Detecting social information in a dense database of infants natural visual experience,https://escholarship.org/uc/item/721034v1
Social Inference,Children use inverse planning to detect social transmission in design of artifacts,https://escholarship.org/uc/item/0j39q2pp
Social Inference,"Children use agents’ response time to distinguish between memory and novel
inference",https://escholarship.org/uc/item/5zn4353d
Social Inference,Social Offloading:Just Working Together is Enough to Remove Semantic Interference,https://escholarship.org/uc/item/45q355sm
Social Inference,Stubborn extremism as a potential pathway to group polarization,https://escholarship.org/uc/item/2gx1q3k8
Agend-based Models,Simulating Early Word Learning in Situated Connectionist Agents,https://escholarship.org/uc/item/24z9k0vd
Agend-based Models,"Social Foraging in Groups of Search Agents
with Human Intervention",https://escholarship.org/uc/item/3g4627f9
Agend-based Models,Too many cooks: Coordinating multi-agent collaboration through inverse planning,https://escholarship.org/uc/item/7zk0m8cz
Agend-based Models,Learning in Social Environments with Curious Neural Agents,https://escholarship.org/uc/item/6n36z63m
Agend-based Models,How do disparities reproduce themselves? “Ground truth” inference fromutility-maximizing agent’s sampling behavior,https://escholarship.org/uc/item/52x2836j
Social Learning,A Bayesian Model of Social Influence under Risk and Uncertainty.,https://escholarship.org/uc/item/1xh6h05d
Social Learning,How much to copy from others?The role of partial copying in social learning,https://escholarship.org/uc/item/1jd2q51b
Social Learning,Hatred is in the Eye of the Annotator: Hate Speech Classifiers Learn Human-LikeSocial Stereotypes,https://escholarship.org/uc/item/01j5v3mm
Social Learning,Relative deprivation and social identity in laboratory based riots: A model,https://escholarship.org/uc/item/3z1263sq
Social Learning,Givenness Hierarchy Theoretic Cognitive Status Filtering,https://escholarship.org/uc/item/9x6565fv
Forms of Learning,Relation learning in a neurocomputational architecture supports cross-domaintransfer,https://escholarship.org/uc/item/35v29557
Forms of Learning,Unconscious learning of automatic inhibition is reflected in frontal theta and sensorimotor oscillations,https://escholarship.org/uc/item/8xv110m8
Forms of Learning,Metacognition and Motivation: The Role of Time-Awarenessin Preparation for Future Learning,https://escholarship.org/uc/item/71z434cj
Forms of Learning,"Can I get your (robot) attention?
Human sensitivity to subtle hints of human-likeness in a humanoid robot’s behavior",https://escholarship.org/uc/item/9qc821pz
Forms of Learning,"Exploratory play, rational action, and efficient search",https://escholarship.org/uc/item/7tx4h40z
Reasoning,Morality justifies motivated reasoning,https://escholarship.org/uc/item/7zd691k0
Reasoning,Improving Cognitive Models for Syllogistic Reasoning,https://escholarship.org/uc/item/15r7d1pn
Reasoning,Incremental Hypothesis Revision in Causal Reasoning Across Development,https://escholarship.org/uc/item/78j348s3
Reasoning,A New Approach to Testimonial Conditionals,https://escholarship.org/uc/item/2ps3m19z
Reasoning,. . . that P is relevant for Q:Indicative conditionals and learning from testimony,https://escholarship.org/uc/item/95t333g3
Pragmatics,Learning to refer informatively by amortizing pragmatic reasoning,https://escholarship.org/uc/item/7n1717h7
Pragmatics,Are you thinking what I’m thinking?Perspective-taking in a language game,https://escholarship.org/uc/item/0cq524wd
Pragmatics,Visual grouping and pragmatic constraints in thegeneration of quantified descriptions,https://escholarship.org/uc/item/3xf6z579
Pragmatics,"Recursive Adversarial Reasoning in the Rock, Paper, Scissors Game",https://escholarship.org/uc/item/4sp2722s
Pragmatics,Parents scaffold the formation of conversational pacts with their children,https://escholarship.org/uc/item/54n052z9
Word Learning,A Computational Model of Early Word Learning from the Infant’s Point of View,https://escholarship.org/uc/item/8709p042
Word Learning,Decoding Eye Movements in Cross-Situational Word Learning via TensorComponent Analysis,https://escholarship.org/uc/item/5053n9p3
Word Learning,"Child-directed speech: the impact of variations in speaking rate on
word learning",https://escholarship.org/uc/item/9db3d7r7
Word Learning,Active Word Learning through Self-supervision,https://escholarship.org/uc/item/2g84p0sk
Word Learning,Predicting Age of Acquisition in Early Word Learning Using Recurrent NeuralNetworks,https://escholarship.org/uc/item/0j73138g
Attention and Faces,Modeling temporal attention in dynamic scenes: Hypothesis-driven resourceallocation using adaptive computation explains both objective trackingperformance and subjective effort judgments,https://escholarship.org/uc/item/1kb0d4d0
Attention and Faces,Foraging in the Virtual Himalayas: Intrinsic and Extrinsic Factors in Search,https://escholarship.org/uc/item/7pg923kz
Attention and Faces,The Role of Eye Movement Consistency in Learning to Recognise Faces:Computational and Experimental Examinations,https://escholarship.org/uc/item/9vk304fb
Attention and Faces,Face Selectivity in Social (But Not Perceptual) Areas of the Infant Brain,https://escholarship.org/uc/item/2h97c6md
Attention and Faces,Leveraging Computer Vision Face Representation to Understand Human FaceRepresentation,https://escholarship.org/uc/item/3gq5864j
Poster Session 1,Tracing the emergence of gendered language in childhood,https://escholarship.org/uc/item/4zk7d1fx
Poster Session 1,Self-Other Similarity Modulates the Socially-Triggered Context-Based PredictionError Effect on Memory,https://escholarship.org/uc/item/1976b8h5
Poster Session 1,A Meta-Analytic Review of Verbal Overshadowing Effect on Insight ProblemSolving Using Bayes Factors,https://escholarship.org/uc/item/4d54859v
Poster Session 1,Covert attention shift by Sequence-space synesthesia (SSS): a cognitive grammarapproach,https://escholarship.org/uc/item/3pt0h1hf
Poster Session 1,When and how do toddlers in rural Western Kenya understand the referentialnature of pictures?,https://escholarship.org/uc/item/98g956n0
Poster Session 1,Improving Multi-Agent Cooperation using Theory of Mind,https://escholarship.org/uc/item/5tj7v8zq
Poster Session 1,Restricted Access to Working Memory Does Not Prevent CumulativeImprovement in a Cultural Evolution Task.,https://escholarship.org/uc/item/6w66q17z
Poster Session 1,Is She a Good Teacher? Children Learn to use Meaningful Gesture as a Marker of aGood Informant,https://escholarship.org/uc/item/58w178g4
Poster Session 1,Beyond Pattern Completion with Short-Term Plasticity,https://escholarship.org/uc/item/5279t2c3
Poster Session 1,Does Children’s Visual Attention to Objects Influence their Verb Learning?,https://escholarship.org/uc/item/3hg3m69f
Poster Session 1,Model gender influences emotion categorization,https://escholarship.org/uc/item/43c1h178
Poster Session 1,"A Large-Scale Analysis of Attentional Deployment across One Hundred
Sessions of Adaptive Multitask Training",https://escholarship.org/uc/item/71s1v9qv
Poster Session 1,"I don’t know if you did it, but I know why: A ‘motive’ preference at multiple stagesof the legal-investigative process",https://escholarship.org/uc/item/5119w6nd
Poster Session 1,An evidence accumulation model of motivational and developmental influencesover sustained attention,https://escholarship.org/uc/item/1zx4d8ds
Poster Session 1,Role of Working Memory in Language Activation during Visual Scene Processing,https://escholarship.org/uc/item/74n2312g
Poster Session 1,Limitations of Statistical Learning: the Case of Paradigmatic Relations,https://escholarship.org/uc/item/8cw11066
Poster Session 1,Pretend Play and Childrens Self-Regulation and Language Skills: AnInterventional Study,https://escholarship.org/uc/item/4zf232v9
Poster Session 1,Gaze behavior in a review-a-definition task,https://escholarship.org/uc/item/03j4t53v
Poster Session 1,Testing the immediate effects of transcranial Direct Current Stimulation (tDCS) onface recognition skills.,https://escholarship.org/uc/item/1gv720rc
Poster Session 1,"Auditory, Visual, and Speech Category Learning in the Same Individuals",https://escholarship.org/uc/item/1hc4w5j6
Poster Session 1,Partner-specific adaptation in disfluency processing,https://escholarship.org/uc/item/4jc2t3qs
Poster Session 1,Inverse Rendering Best Explains Face Perception Under Extreme Illuminations,https://escholarship.org/uc/item/5jv5t06f
Poster Session 1,"Great expectations:
Evidence for graded prediction of grammatical gender",https://escholarship.org/uc/item/2xb8d9c4
Poster Session 1,iSome Determinants of Chunk Size in Sequential Behavior:Individual Differences in the Transcription of Alphanumeric Strings,https://escholarship.org/uc/item/0b0624gr
Poster Session 1,The Perception-Action Loop in a Predictive Agent,https://escholarship.org/uc/item/8rz8q1kz
Poster Session 1,Sleep-associated consolidation in app-based language learning,https://escholarship.org/uc/item/27r4h31z
Poster Session 1,Experiential Explanations in Iterated Learning,https://escholarship.org/uc/item/4nf8w8zf
Poster Session 1,Game on: Mastery Orientation Through the Lens of a Challenging Video Game,https://escholarship.org/uc/item/4858d7sw
Poster Session 1,Personal Identity and Online Communities,https://escholarship.org/uc/item/6919h9b7
Poster Session 1,The Meaning-Sound Systematicity Also Found in the Korean Language,https://escholarship.org/uc/item/1kz9s2qc
Poster Session 1,Measuring neural correlates of infant statistical learning using functionalnear-infrared spectroscopy,https://escholarship.org/uc/item/4335x42z
Poster Session 1,The “Fraction Sense” Emerges from a Deep Convolutional Neural Network,https://escholarship.org/uc/item/8kd4t919
Poster Session 1,Is there a spatial Dunning-Kruger effect? And how is it influences by gender?,https://escholarship.org/uc/item/84p5490b
Poster Session 1,Pictures facilitate recognition and retrieval speeds of associations between wordsin a second language and referents,https://escholarship.org/uc/item/8gj3473q
Poster Session 1,The effect of cheerleading chants on time estimation performance,https://escholarship.org/uc/item/5kk277n1
Poster Session 1,Motion recognition with biologically plausible spiking neural networks,https://escholarship.org/uc/item/0bq1x1rw
Poster Session 1,The Emergence of Action-grounded Compositional Communication,https://escholarship.org/uc/item/51k7n38d
Poster Session 1,Can preschoolers use probability to infer others desires?,https://escholarship.org/uc/item/7xd984t1
Poster Session 1,Lexical Associations in a Native and Non-Native LanguageAffect Retrieval-Induced Forgetting,https://escholarship.org/uc/item/0dj8v09t
Poster Session 1,How children learn non-obvious conceptual information from caregivers innaturalistic settings,https://escholarship.org/uc/item/0n68113n
Poster Session 1,Reducing the Perceived Reliability of an External Store Reduces Susceptibility toExternal Store Manipulation.,https://escholarship.org/uc/item/58d1k2sx
Poster Session 1,Ask or Tell: Balancing questions and instructions in intuitive teaching,https://escholarship.org/uc/item/3nq200pc
Poster Session 1,Probability and processing speed of scalar inferences is context-dependent,https://escholarship.org/uc/item/3rt8763c
Poster Session 1,Effects of Voiced Initial Consonants in Japanese Sound-Symbolic Words:Experiment 3,https://escholarship.org/uc/item/8bf257bv
Poster Session 1,Nonlinear Probability Weighting Can Reflect Attentional Biases in Sequential Sampling,https://escholarship.org/uc/item/4qh651gh
Poster Session 1,Co-occurrences and temporal distribution of caregivers indexical multimodal cuesin real-world interactions,https://escholarship.org/uc/item/5xm647rs
Poster Session 1,A Visual Recall Paradigm to Assess Implicit Statistical Learning,https://escholarship.org/uc/item/3fd623qq
Poster Session 1,Better together: Exploration prior to instruction facilitates rule-learning andmodifies attention to demonstration,https://escholarship.org/uc/item/3qb8j479
Poster Session 1,Belief revision in a micro-social network: Modeling sensitivity to statisticaldependencies in social learning,https://escholarship.org/uc/item/1ft5p9fh
Poster Session 1,How Do Verbs Change Their Meaning? Evidence for Minimal Subtraction,https://escholarship.org/uc/item/4pc6f3dk
Poster Session 1,English speakers (in)ability to explicitly recognize agent and patient categories,https://escholarship.org/uc/item/8md972qb
Poster Session 1,The method of loci is an optimal policy for memory search,https://escholarship.org/uc/item/5qm844r4
Poster Session 1,Implicit questions shape information preferences,https://escholarship.org/uc/item/5bf9w1q5
Poster Session 1,"Abstraction and Cognitive Flexibility in Collective Problem Solving:
The Role of Diversity",https://escholarship.org/uc/item/21b426gm
Poster Session 1,Age Effects in the Acquisition of Phonological Variation,https://escholarship.org/uc/item/0wm357pp
Poster Session 1,Impact of effort exertion on cognitive flexibility and stability,https://escholarship.org/uc/item/37f2p9sq
Poster Session 1,From Integers to Fractions: Developing a Coherent Understanding ofProportional Magnitude,https://escholarship.org/uc/item/8qw2r21v
Poster Session 1,Feature selection in category learning,https://escholarship.org/uc/item/13h4586g
Poster Session 1,Preschoolers recognize that losses loom larger than gains.,https://escholarship.org/uc/item/1hp665qh
