Type,Title,Link
Papers,The Comprehension of English Garden-path Sentences byMandarin and Korean Learners of English as a Second Language,https://escholarship.org/uc/item/58x1t7v6
Papers,Choice adaptation to increasing and decreasing event probabilities,https://escholarship.org/uc/item/3767c9m9
Papers,A Robust Implementation of Episodic Memory for a Cognitive Architecture,https://escholarship.org/uc/item/3px6f79x
Papers,Consistency and credibility in legal reasoning: A Bayesian network approach,https://escholarship.org/uc/item/5cj0p58p
Papers,"Attention and the Development of Inductive Generalization: Evidence from
Recognition Memory",https://escholarship.org/uc/item/2w2938z9
Papers,Predicting Decision in Human-Agent Negotiation using functional MRI,https://escholarship.org/uc/item/5nb7k9bb
Papers,Searching large hypothesis spaces by asking questions,https://escholarship.org/uc/item/0dz4648h
Papers,Using a smartphone game to promote transfer of skills in a real world environment,https://escholarship.org/uc/item/7z78r9hs
Papers,Solution of division by access to multiplication: Evidence from eye tracking,https://escholarship.org/uc/item/15g4f3mc
Papers,The role of word-word co-occurrence in word meaning learning,https://escholarship.org/uc/item/7gp5v09b
Papers,Where Should Researchers Look for Strategy Discoveries during the Acquisition of Complex Task Performance? The Case of Space Fortress,https://escholarship.org/uc/item/5vz6t146
Papers,Developmentally plausible learning of word categories from distributional statistics,https://escholarship.org/uc/item/8wj4j54h
Papers,A Learned Label Modulates Object Representations in 10-Month-Old Infants,https://escholarship.org/uc/item/5z02v1jd
Papers,An experimental study on the observation of facts in explanation reconstruction,https://escholarship.org/uc/item/2m2946pj
Papers,Gesture reveals spatial analogies during complex relational reasoning,https://escholarship.org/uc/item/2q95h04n
Papers,What Determines Human Certainty?,https://escholarship.org/uc/item/8vq433p7
Papers,Moral Judgments: Studying People with Helping Professions,https://escholarship.org/uc/item/0fj785zb
Papers,Children consider others’ expected costs and rewards when deciding what to teach,https://escholarship.org/uc/item/1ng3s6t7
Papers,Disfluency production in speech and gesture,https://escholarship.org/uc/item/6h35g0np
Papers,Predictions with Uncertain Categorization: A Rational Model,https://escholarship.org/uc/item/93x06347
Papers,Numeric Competencies and Anchoring Biases,https://escholarship.org/uc/item/0qd653m1
Papers,"A perspective on all cognition? A study of everyday environments from the
perspective of distributed cognition.",https://escholarship.org/uc/item/63z0d071
Papers,Temporal Structure Modulates ERP Correlates of Visual Sequential Learning,https://escholarship.org/uc/item/49k3s2bn
Papers,Knowledge and use of price distributions by populations and individuals,https://escholarship.org/uc/item/9hw7w44q
Papers,A Unified Framework for Bounded and Unbounded Numerical Estimation,https://escholarship.org/uc/item/5t90r5rp
Papers,Temporal Causal Strength Learning with Multiple Causes,https://escholarship.org/uc/item/8q51f4z3
Papers,Document Cohesion Flow: Striving towards Coherence,https://escholarship.org/uc/item/5zv9m93j
Papers,The Relationship Between Inhibitory Control and Free Will Beliefs in 4-to 6-Year-Old-Children,https://escholarship.org/uc/item/3q5793bd
Papers,Explanatory Biases in Social Categorization,https://escholarship.org/uc/item/5dn1n2wm
Papers,"Are children flexible speakers?
Effects of typicality and listener needs in children’s event descriptions",https://escholarship.org/uc/item/3s13v7sg
Papers,From embodied metaphors to metaphoric gestures,https://escholarship.org/uc/item/4w03x8cs
Papers,Relation between bimanual coordination and whole-body balancing on a slackline,https://escholarship.org/uc/item/7sq386hs
Papers,"Causality, Normality, and Sampling Propensity",https://escholarship.org/uc/item/7bx507c1
Papers,Explanations in Causal Chains:Selecting Distal Causes Requires Exportable Mechanisms,https://escholarship.org/uc/item/2kn482tk
Papers,The Variable Relationship Between On-Task Behavior and Learning,https://escholarship.org/uc/item/0nd2r72t
Papers,The effect of ”mood”: Group-based collaborative problem solving by takingdifferent perspectives,https://escholarship.org/uc/item/7669v4p4
Papers,"The Impact of Interactivity on Simulation-Based Science Inquiry
with Variable-Setting Controls",https://escholarship.org/uc/item/16r5998c
Papers,Causal Reasoning in Infants and Adults: Revisiting backwards-blocking,https://escholarship.org/uc/item/706146cv
Papers,An Analysis of Frame Semantics of Continuous Processes,https://escholarship.org/uc/item/04k8s8ck
Papers,Inferring Generic Meaning From Pragmatic Reference Failure,https://escholarship.org/uc/item/7s3632sz
Papers,Effect of Aging on Inhibitory Attentional Mechanisms,https://escholarship.org/uc/item/1b97k223
Papers,Analytic Eye Movement Patterns in Face Recognition are Associated with BetterPerformance and more Top-down Control of Visual Attention: an fMRI Study,https://escholarship.org/uc/item/2mf970bq
Papers,Establish Trust and Express Attitude for a Non-Humanoid Robot,https://escholarship.org/uc/item/1ck8g1qb
Papers,Similarity-Based Reasoning is Shaped by Recent Learning Experience,https://escholarship.org/uc/item/3d3939wt
Papers,Curiosity and Its Influence on Children's Memory,https://escholarship.org/uc/item/9t43x6z1
Papers,The Effects of Discourse Cues on Garden-path Processing,https://escholarship.org/uc/item/4xh8287h
Papers,Children’s Use of Orthographic Cues in Language Processing,https://escholarship.org/uc/item/1dj8g2tw
Papers,Modeling language discrimination in infants using i-vector representations,https://escholarship.org/uc/item/3bz942s2
Papers,"Are Financial Advisors Money Doctors or Charlatans? Evidence on Trust, Advice,
and Risk Taking in Delegated Asset Management",https://escholarship.org/uc/item/4tk0335v
Papers,A Recurrent Network Approach to Modeling Linguistic Interaction,https://escholarship.org/uc/item/8dw7x2f2
Papers,The Aging Lexicon: Differences in the Semantic Networks of Younger and OlderAdults,https://escholarship.org/uc/item/0jz483dm
Papers,Aiding Preschoolers’ word-learning by scaffolding lexical awareness,https://escholarship.org/uc/item/8nz0z9k5
Papers,Collective search on rugged landscapes:A cross-environmental analysis,https://escholarship.org/uc/item/6f35t0qw
Papers,"Is it a nine, or a six? Prosocial and selective perspective taking in four-year-olds",https://escholarship.org/uc/item/5598h7wp
Papers,Can Monaural Auditory Displays Convey Directional Information to Users?,https://escholarship.org/uc/item/19r6m57h
Papers,Spatial Attention to Social Cues is not a Monolithic Process,https://escholarship.org/uc/item/8f6509tt
Papers,When High WMC Promotes Mental Set: A Model of the Water Jar Task,https://escholarship.org/uc/item/8gz9d6m4
Papers,Thermodynamics and Cognition: Towards a Lawful Explanation of the Mind,https://escholarship.org/uc/item/12m815ct
Papers,Benefits for Grounded Feedback over Correctness in a Fraction Addition Tutor,https://escholarship.org/uc/item/1359c6kj
Papers,Our morals really depends on our language:The foreign language effect within participants,https://escholarship.org/uc/item/61m0k50b
Papers,Learning and making novel predictions about others’ preferences,https://escholarship.org/uc/item/8214k0ng
Papers,Monitoring the Level of Attention by Posture Measurement and EEG,https://escholarship.org/uc/item/6t56b7nm
Papers,Referential choice in identification and route directions,https://escholarship.org/uc/item/17s0067t
Papers,Statistical learning creates novel object associations via transitive relations,https://escholarship.org/uc/item/4hc2n88z
Papers,Information Search with Depleting and Non-Depleting Resources,https://escholarship.org/uc/item/1z845887
Papers,Conceptual Expansion During Divergent Thinking,https://escholarship.org/uc/item/3w98s6rc
Papers,Evaluating Causal Hypotheses: The Curious Case of Correlated Cues,https://escholarship.org/uc/item/9dr471bg
Papers,Do Simple Probability Judgments Rely on Integer Approximation?,https://escholarship.org/uc/item/4g24h2f4
Papers,Social Affordance Tracking over Time -A Sensorimotor Account of False-Belief Tasks,https://escholarship.org/uc/item/880724j7
Papers,The Illusion of Explanatory Depth in a Misunderstood Field:The IOED in Mental Disorders,https://escholarship.org/uc/item/5b65181x
Papers,Influences of Speaker-Listener Similarity on Shadowing and Comprehension,https://escholarship.org/uc/item/0441304q
Papers,Hidden Markov Modeling of eye movements with image information leads to betterdiscovery of regions of interest,https://escholarship.org/uc/item/1sm8608t
Papers,Reflexive Spatial Attention to Goal-Directed Reaching,https://escholarship.org/uc/item/0ht5q5pq
Papers,Longitudinal L2 Development of the English Article in Individual Learners,https://escholarship.org/uc/item/9rv17591
Papers,Spatializing emotion: A mapping of valence or magnitude?,https://escholarship.org/uc/item/6p03x3t6
Papers,Essays about service-learning events can be mined for program assessment,https://escholarship.org/uc/item/06h4s772
Papers,"Language Informativity:
Is starfish more of a fish in English than in Dutch?",https://escholarship.org/uc/item/24n131kh
Papers,"Developmental Shift in the Relationship Between Sequential Learning, ExecutiveFunction, and Language Ability as Revealed by Event-Related Potentials",https://escholarship.org/uc/item/8vr5p4xg
Papers,"Ambiguity and Representational Stability:
What is the role of embodied experiences?",https://escholarship.org/uc/item/9250421m
Papers,Questions in informal teaching: A study of mother-child conversations,https://escholarship.org/uc/item/7r10p95n
Papers,Comparing Predictive and Co-occurrence Based Models of Lexical SemanticsTrained on Child-directed Speech,https://escholarship.org/uc/item/0g7418hr
Papers,Geometric representations of evidence in models of decision-making,https://escholarship.org/uc/item/01z86463
Papers,Centering and the Meaning of Conditionals,https://escholarship.org/uc/item/3sn0z1tt
Papers,A rational speech-act model of projective content,https://escholarship.org/uc/item/0vf8t36v
Papers,Infants’ speech and gesture production in Mozambique and the Netherlands,https://escholarship.org/uc/item/6kk4b1w6
Papers,A Neural Model of Context Dependent Decision Making in the Prefrontal Cortex,https://escholarship.org/uc/item/7pp1791t
Papers,Discourse Analysis as a Solution to Interpretive Problems in Cognitive DevelopmentResearch,https://escholarship.org/uc/item/1xr6g1n7
Papers,Concept Membership vs Typicality in Sentence Verification Tasks,https://escholarship.org/uc/item/8q50q2tc
Papers,Better safe than sorry:Risky function exploitation through safe optimization,https://escholarship.org/uc/item/53v1688p
Papers,Intentionality and the Role of Labels in Categorization,https://escholarship.org/uc/item/8qh08086
Papers,Constraining the Search Space in Cross-Situational Word Learning:Different Models Make Different Predictions,https://escholarship.org/uc/item/9972z7f5
Papers,Feature-based Joint Planning and Norm Learning in Collaborative Games,https://escholarship.org/uc/item/6pt94203
Papers,Emotional Implications of Metaphor: Consequences of Metaphor Framing forMindset about Hardship,https://escholarship.org/uc/item/2318z2dk
Papers,"Trust, Communication, and Inequality",https://escholarship.org/uc/item/8h88x4zt
Papers,What Were They Thinking? Diagnostic Coding of Conceptual Errors ina Mathematics Learning Software Data Archive,https://escholarship.org/uc/item/39m4b1nx
Papers,Generalisable patterns of gesture distinguish semantic categories in communicationwithout language,https://escholarship.org/uc/item/4r17f0vk
Papers,Singular Interpretations Linger During the Processing of Plural Noun Phrases,https://escholarship.org/uc/item/3x58z164
Papers,"Using determiners as contextual cues in sentence comprehension:
A comparison between younger and older adults",https://escholarship.org/uc/item/9r13w1pk
Papers,"Scarcity captures attention and induces neglect:
Eyetracking and behavioral evidence",https://escholarship.org/uc/item/8058x3w3
Papers,The Influence of Religious Beliefs on False Memory of Fabricated Events,https://escholarship.org/uc/item/0nd3t1kn
Papers,Surprising blindness to conversational incoherencein both instant messaging and face-to-face speech,https://escholarship.org/uc/item/0p04f0h3
Papers,Analytical Thinking Predicts Less Teleological Reasoning and Religious Belief,https://escholarship.org/uc/item/0cf7q63p
Papers,Gender Differences in the Effect of Impatience on Men and Women’sTiming Decisions,https://escholarship.org/uc/item/74w4w0r5
Papers,Why Sense-Making through Magnitude May Be Harderfor Fractions than for Whole Numbers,https://escholarship.org/uc/item/73g4t75h
Papers,The Primary and Convergent Retrieval Model of Recall,https://escholarship.org/uc/item/4q0143wh
Papers,Modelling the co-development of word learning and perspective-taking,https://escholarship.org/uc/item/9z18h505
Papers,Salience versus prior knowledge - how do children learn rules?,https://escholarship.org/uc/item/3g9424gk
Papers,Creative Interaction with Blocks and Robots,https://escholarship.org/uc/item/26r1d00j
Papers,A Hierarchical Probabilistic Language-of-Thought Modelof Human Visual Concept Learning,https://escholarship.org/uc/item/5jn5d29h
Papers,Perceiving Fully Occluded Objects via Physical Simulation,https://escholarship.org/uc/item/0cp7162x
Papers,"“This problem has no solution”: when closing one of two doors results in failure to
access any.",https://escholarship.org/uc/item/1cd268h5
Papers,Analogical Generalization and Retrieval for Denominal Verb Interpretation,https://escholarship.org/uc/item/5z70v78d
Papers,Mindfulness meditation as attention control training: A dual-blind investigation,https://escholarship.org/uc/item/5mp2f9gj
Papers,Which Learning Algorithms Can GeneralizeIdentity-Based Rules to Novel Inputs?,https://escholarship.org/uc/item/3h13r7dn
Papers,"Pragmatic relativity: Gender and context affect the use of personal pronouns in
discourse differentially across languages",https://escholarship.org/uc/item/3fx1f6d4
Papers,Investigating Rational Analogy in the Spirit of John Stuart Mill:Bayesian Analysis of Confidence about Inferences across Aligned Simple Systems,https://escholarship.org/uc/item/7p2300t0
Papers,Translating testimonial claims into evidence for category-based induction,https://escholarship.org/uc/item/7sv9p3pm
Papers,Simple Search Algorithms on Semantic Networks Learned from Language Use,https://escholarship.org/uc/item/7vx123zw
Papers,"Racial Essentialism is Associated with Prejudice Towards Blacks in 5- and 6-Year-
Old White Children",https://escholarship.org/uc/item/1k7571zw
Papers,The Combinatorial Power of Experience,https://escholarship.org/uc/item/6k50h3wz
Papers,Discriminability of sound contrasts in the face of speaker variation quantified,https://escholarship.org/uc/item/57j4z9p0
Papers,A Twist On Event Processing: Reorganizing Attention to Cope with Novelty inDynamic Activity Sequences,https://escholarship.org/uc/item/9t93515j
Papers,Recursion in Nicaraguan Sign Language,https://escholarship.org/uc/item/4hc3p2jm
Papers,Comparing competing views of analogy making using eye-tracking technology,https://escholarship.org/uc/item/0vh0w4x1
Papers,Memory for the Random: A Simulation of Computer Program Recall,https://escholarship.org/uc/item/697292bm
Papers,Feature Overlap in Action Sequence,https://escholarship.org/uc/item/8s03f258
Papers,Modeling Adaptation to a Novel Accent,https://escholarship.org/uc/item/2vv3m3dm
Papers,Gibson's Reasons for Realism and Gibsonian Reasons for Anti-Realism:An Ecological Approach to Model-Based Reasoning in Science,https://escholarship.org/uc/item/8dw795v7
Papers,Measuring the Causal Dynamics of Facial Interactionwith Convergent Cross Mapping,https://escholarship.org/uc/item/08p997t9
Papers,Linguistic niches emerge from pressures at multiple timescales,https://escholarship.org/uc/item/0hc9j2wb
Papers,Know Your Adversary: Insights for a Better Adversarial Behavioral Model,https://escholarship.org/uc/item/9m64v190
Papers,"Semantic, Lexical, and Geographic Cues are used in Geographic Fluency",https://escholarship.org/uc/item/0cs2k9z0
Papers,Sentire Decision-Making in a Mixed-Motive Game,https://escholarship.org/uc/item/47z9f7vr
Papers,"Modeling the Contribution of Central Versus Peripheral Vision in Scene, Object,and Face Recognition",https://escholarship.org/uc/item/5788x57g
Papers,The Charon Model of Moral Judgment,https://escholarship.org/uc/item/7st7p9hf
Papers,"Investigating Semantic Conflict between General Knowledge and Novel Information
in Real-Time Sentence Processing",https://escholarship.org/uc/item/0vp0g3w9
Papers,Extracting Human Face Similarity Judgments: Pairs or Triplets?,https://escholarship.org/uc/item/3bv8j80n
Papers,Decision contamination in the wild:Sequential dependencies in Yelp review ratings,https://escholarship.org/uc/item/3jd577vn
Papers,Using Motor Dynamics to Explore Real-time Competition in Cross-situational WordLearning: Evidence From Two Novel Paradigms,https://escholarship.org/uc/item/19h7j342
Papers,Modeling N400 amplitude using vector space models of word representation,https://escholarship.org/uc/item/35n97456
Papers,Grammatical gender affects odor cognition,https://escholarship.org/uc/item/9hj9621q
Papers,How Different Frames of Reference Interact: A Neural Network Model,https://escholarship.org/uc/item/6xh4b8js
Papers,Syntax Accommodation in Social Media Conversations,https://escholarship.org/uc/item/42f288ng
Papers,The Developmental Trajectory of Children's Statistical Learning Abilities,https://escholarship.org/uc/item/1bh7r95f
Papers,Under Pressure: How Time-Limited Cognition Explains Statistical Learning by8-Month Old Infants,https://escholarship.org/uc/item/2g43w7st
Papers,Exploring the Neural Mechanisms Supporting Structured Sequence Processing andLanguage Using Event-Related Potentials: Some Preliminary Findings,https://escholarship.org/uc/item/12z7z2br
Papers,Bifurcation analysis of a Gradient Symbolic Computation model of incremental processing,https://escholarship.org/uc/item/7z18n24c
